cat,probe,avg_probe_fs_0,avg_probe_fs_1,avg_probe_fs_2,avg_probe_fs_3,avg_probe_fs_4,avg_probe_fs_5,avg_probe_fs_6,avg_probe_fs_7,avg_probe_fs_8,avg_probe_fs_9
VERB,caught,57.70833333333334,55.00000000000001,54.37499999999999,59.583333333333336,58.12500000000001,60.0,59.791666666666664,58.54166666666667,62.916666666666664,55.833333333333336
NOUN,cereal,60.924369747899156,62.24489795918367,59.12364945978391,65.12605042016806,65.72629051620649,59.72388955582233,59.5438175270108,60.324129651860744,64.70588235294117,61.104441776710686
ADVERB,certainly,57.49999999999999,55.714285714285715,53.214285714285715,51.42857142857142,52.14285714285714,56.785714285714285,57.857142857142854,57.857142857142854,58.57142857142856,56.42857142857143
NOUN,child,51.26050420168067,50.84033613445378,53.54141656662665,50.06002400960384,54.86194477791116,51.08043217286915,53.721488595438174,52.70108043217287,52.10084033613446,50.180072028811516
NOUN,chocolate,55.762304921968784,55.04201680672269,54.201680672268914,54.44177671068427,55.22208883553421,52.94117647058824,55.40216086434574,54.741896758703476,51.08043217286915,56.42256902761105
VERB,choose,57.91666666666666,60.0,59.166666666666664,57.08333333333333,61.458333333333336,59.375,59.791666666666664,59.791666666666664,55.00000000000001,58.54166666666667
NOUN,circle,51.380552220888354,49.33973589435774,49.15966386554622,51.02040816326531,48.73949579831933,48.49939975990396,48.49939975990396,51.140456182472995,49.81992797118847,51.20048019207684
NOUN,clothes,56.00240096038416,54.38175270108043,56.06242496998799,54.021608643457384,55.40216086434574,54.14165666266506,54.56182472989195,52.460984393757506,54.50180072028812,53.12124849939976
NOUN,coffee,62.12484993997599,67.3469387755102,62.18487394957983,65.72629051620649,64.64585834333734,65.48619447779112,63.38535414165667,67.22689075630252,69.20768307322929,62.30492196878752
VERB,come,56.25,57.91666666666666,57.08333333333333,56.458333333333336,54.58333333333334,57.70833333333334,56.25,57.70833333333334,59.375,55.625
NOUN,cookie,65.00600240096038,66.74669867947179,61.40456182472989,67.58703481392557,65.906362545018,69.9279711884754,63.985594237695075,67.88715486194478,71.84873949579831,63.38535414165667
ADJECTIVE,crazy,64.3076923076923,55.70629370629371,59.006993006993,61.06293706293706,58.05594405594405,58.30769230769231,56.65734265734266,58.55944055944056,60.36363636363637,61.00699300699301
ADJECTIVE,cute,70.46153846153847,74.20979020979021,69.86013986013985,74.61538461538461,73.5104895104895,69.86013986013985,64.7132867132867,72.46153846153847,72.61538461538461,69.06293706293707
NOUN,dad,56.122448979591844,58.103241296518604,58.103241296518604,55.40216086434574,53.78151260504202,54.32172869147659,55.762304921968784,51.800720288115244,54.56182472989196,53.301320528211285
ADJECTIVE,dangerous,61.16083916083917,61.25874125874127,57.95804195804196,61.41258741258741,62.30769230769231,58.46153846153847,61.41258741258741,60.11188811188811,62.61538461538462,59.16083916083916
NOUN,day,51.86074429771909,51.08043217286915,50.48019207683073,51.980792316926774,50.42016806722689,52.34093637454982,51.86074429771909,51.4405762304922,53.96158463385354,54.32172869147659
VERB,decide,65.0,63.54166666666667,62.5,59.166666666666664,63.95833333333334,60.0,63.125,64.375,61.875,61.25000000000001
ADVERB,definitely,64.64285714285714,60.71428571428571,65.35714285714286,64.28571428571428,63.92857142857142,68.92857142857143,68.57142857142857,61.42857142857143,61.42857142857143,62.5
ADJECTIVE,delicious,63.41258741258742,64.46153846153845,67.86013986013985,66.01398601398601,66.55944055944056,65.5104895104895,71.5104895104895,66.81118881118881,65.31468531468532,63.41258741258742
ADJECTIVE,different,54.71328671328671,48.46153846153847,50.909090909090914,53.81818181818182,46.20979020979021,49.510489510489506,54.46153846153846,57.76223776223777,55.21678321678321,50.46153846153847
NOUN,dinner,60.38415366146459,57.8031212484994,59.30372148859544,54.921968787515006,56.96278511404562,60.024009603841534,52.82112845138055,55.46218487394958,59.42376950780313,54.86194477791116
NOUN,dinosaur,55.762304921968784,57.262905162064826,50.48019207683073,59.30372148859544,53.181272509003605,54.741896758703476,60.26410564225691,56.542617046818734,54.98199279711885,56.122448979591844
NOUN,dirt,53.84153661464586,55.942376950780314,54.50180072028812,54.50180072028812,56.78271308523409,54.08163265306122,55.762304921968784,54.26170468187274,56.362545018007204,56.12244897959183
VERB,disappear,56.25,57.49999999999999,58.75,57.70833333333334,56.25,60.20833333333333,49.375,55.208333333333336,55.41666666666667,58.333333333333336
NOUN,doll,67.3469387755102,65.36614645858343,64.76590636254502,62.12484993997599,59.66386554621849,65.54621848739495,63.08523409363745,65.3061224489796,67.04681872749099,65.3061224489796
NOUN,door,55.40216086434574,62.665066026410564,61.644657863145255,59.90396158463385,59.603841536614645,57.74309723889556,64.22569027611044,58.58343337334934,54.14165666266507,60.324129651860744
ADJECTIVE,dumb,68.61538461538461,71.41258741258741,71.86013986013987,71.21678321678321,67.16083916083917,67.76223776223776,74.01398601398601,63.91608391608392,70.41958041958043,67.76223776223776
ADJECTIVE,easier,55.11888111888113,56.71328671328671,53.76223776223776,56.06993006993007,54.01398601398601,55.314685314685306,58.96503496503496,54.51748251748252,56.06993006993007,52.96503496503496
VERB,eat,64.99999999999999,72.70833333333333,68.125,68.125,70.20833333333334,70.0,68.75,71.875,68.54166666666667,65.625
VERB,eaten,49.583333333333336,52.708333333333336,55.208333333333336,53.333333333333336,52.083333333333336,50.208333333333336,47.291666666666664,54.37499999999999,49.16666666666667,48.125
NOUN,elephant,61.46458583433373,62.96518607442977,52.64105642256902,55.582232893157254,61.28451380552221,56.78271308523409,57.14285714285714,59.183673469387756,56.96278511404562,60.204081632653065
VERB,enjoy,55.41666666666667,57.291666666666664,55.625,54.37499999999999,57.70833333333334,55.41666666666667,53.95833333333333,54.37499999999999,55.00000000000001,54.58333333333334
ADVERB,ever,48.214285714285715,53.92857142857142,52.49999999999999,52.5,48.57142857142857,52.14285714285714,53.214285714285715,48.92857142857142,49.642857142857146,50.71428571428571
ADVERB,everywhere,57.14285714285714,58.92857142857143,58.21428571428571,57.50000000000001,60.357142857142854,57.49999999999999,58.92857142857143,61.42857142857143,60.71428571428571,60.71428571428572
ADJECTIVE,excellent,60.81118881118881,70.05594405594407,64.65734265734265,62.713286713286706,63.356643356643346,61.608391608391614,65.25874125874125,64.90909090909092,58.96503496503496,66.55944055944056
NOUN,food,58.52340936374549,61.58463385354141,57.022809123649466,54.80192076830732,57.503001200480185,58.22328931572629,66.02641056422569,53.00120048019208,55.522208883553425,56.96278511404562
VERB,forget,62.5,64.79166666666667,61.875,67.08333333333334,68.54166666666667,65.83333333333333,65.20833333333333,64.375,65.83333333333333,67.29166666666667
VERB,forgot,60.20833333333333,58.12500000000001,58.75,59.166666666666664,62.083333333333336,61.875,59.166666666666664,60.20833333333333,65.41666666666667,60.0
VERB,gave,65.41666666666667,65.0,70.0,69.79166666666667,71.04166666666667,64.16666666666666,65.0,67.70833333333333,67.29166666666666,66.25
VERB,get,69.58333333333333,70.20833333333334,73.54166666666666,70.625,71.24999999999999,70.0,71.875,70.0,70.41666666666666,69.79166666666667
NOUN,girl,59.66386554621849,63.20528211284514,61.58463385354141,66.98679471788715,66.14645858343337,67.28691476590636,64.82593037214886,65.84633853541418,64.10564225690277,66.26650660264106
VERB,give,72.70833333333333,70.41666666666666,75.20833333333333,72.70833333333333,74.16666666666667,72.91666666666666,75.625,70.625,72.5,74.16666666666667
NOUN,grandma,53.00120048019208,52.82112845138055,53.181272509003605,52.160864345738304,55.10204081632652,49.69987995198079,57.683073229291715,53.54141656662665,50.66026410564226,50.0
NOUN,hair,63.4453781512605,58.76350540216087,62.064825930372145,64.58583433373349,60.444177671068424,61.04441776710684,60.38415366146459,59.12364945978391,63.925570228091246,65.3061224489796
PRONOUN,he,71.26996493961823,70.31554343591742,71.30892091936111,73.8800155823919,70.31554343591742,72.5944682508765,72.26334242306194,73.8800155823919,69.90650564861707,70.6077132839891
VERB,hear,68.95833333333333,67.70833333333333,64.58333333333333,66.04166666666667,69.58333333333333,67.08333333333334,72.29166666666667,66.25,69.16666666666667,65.41666666666667
VERB,heard,60.83333333333334,59.375,59.375,56.041666666666664,59.166666666666664,59.375,58.75,60.416666666666664,56.87500000000001,58.12500000000001
PRONOUN,her,78.2236073237242,77.23022984028049,79.54811063498246,74.54226723802104,80.2103622906116,80.17140631086872,79.17802882742501,75.90572652902222,73.21776392676276,79.50915465523958
PRONOUN,herself,79.29489676665368,77.67822360732373,80.95052590572654,84.14491624464355,74.73704713673548,77.34709777950916,77.60031164783794,79.58706661472536,79.2169848071679,81.24269575379822
PRONOUN,him,73.91897156213479,77.89248149590962,82.48928710557071,75.49668874172187,79.84028048305414,80.17140631086872,79.50915465523958,79.50915465523958,71.89326061550447,77.52239968835217
PRONOUN,himself,78.63264511102454,74.73704713673548,82.56719906505649,82.48928710557071,83.26840670042853,80.28827425009739,83.5605765485002,78.9637709388391,78.88585897935333,84.84612388001558
ADJECTIVE,hungry,59.56643356643356,66.01398601398601,65.06293706293707,57.62237762237762,65.66433566433567,60.51748251748252,60.41958041958042,62.86713286713286,58.92307692307692,65.46853146853147
NOUN,idea,53.84153661464586,52.64105642256903,52.881152460984396,52.64105642256902,48.5594237695078,54.741896758703476,50.12004801920769,52.581032412965186,50.18007202881153,48.859543817527005
ADJECTIVE,important,63.16083916083917,63.86013986013985,60.30769230769231,61.66433566433567,61.608391608391614,61.86013986013986,61.76223776223776,67.16083916083917,61.81818181818181,58.811188811188806
ADVERB,instead,55.714285714285715,53.214285714285715,51.07142857142857,55.714285714285715,53.214285714285715,49.642857142857146,50.71428571428571,53.214285714285715,53.57142857142857,55.35714285714286
PRONOUN,it,68.58200233735879,69.94546162835995,73.25671990650564,69.5364238410596,74.21114141020647,67.2964550058434,72.18543046357617,70.86092715231788,66.88741721854305,70.5687573042462
NOUN,juice,67.64705882352942,67.70708283313324,66.86674669867946,63.62545018007203,68.72749099639856,66.44657863145258,67.04681872749099,68.4873949579832,66.92677070828333,64.58583433373349
VERB,kept,52.5,51.45833333333334,54.37499999999999,51.87500000000001,50.625,54.58333333333334,49.375,54.166666666666664,51.24999999999999,53.125
NOUN,kitchen,55.582232893157254,58.70348139255702,59.363745498199286,60.38415366146459,61.82472989195678,59.30372148859544,59.90396158463385,58.463385354141664,61.58463385354141,61.34453781512605
VERB,knew,54.79166666666666,55.00000000000001,57.291666666666664,54.58333333333333,60.0,59.791666666666664,53.95833333333333,53.75,52.708333333333336,56.041666666666664
VERB,know,58.958333333333336,58.33333333333333,59.375,57.91666666666666,58.958333333333336,60.0,58.75,58.54166666666667,56.041666666666664,54.166666666666664
NOUN,lady,59.72388955582233,63.86554621848739,62.845138055222094,60.80432172869148,62.004801920768315,62.36494597839136,60.984393757503,62.96518607442977,59.54381752701081,61.52460984393757
VERB,learn,59.375,63.54166666666667,62.083333333333336,65.625,61.66666666666667,64.58333333333333,65.625,63.74999999999999,63.74999999999999,58.75
VERB,let,47.708333333333336,50.625,53.541666666666664,45.20833333333333,52.5,51.04166666666667,47.70833333333333,47.291666666666664,47.083333333333336,48.33333333333333
NOUN,lion,56.842737094837936,58.76350540216087,59.183673469387756,61.88475390156063,57.98319327731092,58.103241296518604,58.34333733493398,59.72388955582233,56.48259303721489,58.283313325330134
VERB,listen,65.625,64.58333333333334,61.04166666666667,65.20833333333333,57.29166666666667,59.583333333333336,61.04166666666666,62.291666666666664,58.958333333333336,62.291666666666664
ADJECTIVE,lost,59.06293706293706,60.20979020979021,55.86013986013986,45.81818181818182,59.86013986013986,55.06293706293705,55.86013986013986,55.66433566433566,53.11888111888112,58.46153846153847
VERB,make,65.83333333333333,65.41666666666667,65.625,64.375,63.95833333333334,63.54166666666667,66.25000000000001,65.41666666666667,64.16666666666666,62.708333333333336
NOUN,mama,57.442977190876356,55.22208883553421,56.72268907563025,60.44417767106843,59.783913565426175,55.40216086434574,56.482593037214876,56.60264105642256,58.94357743097238,57.442977190876356
ADVERB,maybe,62.142857142857146,62.857142857142854,62.5,57.857142857142854,62.857142857142854,62.5,63.57142857142857,61.07142857142858,59.64285714285714,64.28571428571428
PRONOUN,me,71.64004674717569,75.24347487339307,75.28243085313595,70.23763147643163,76.27580833657966,74.58122321776392,76.86014803272303,74.21114141020647,69.5753798208025,75.86677054927931
NOUN,microphone,67.94717887154862,57.92316926770709,65.3061224489796,66.20648259303721,62.24489795918367,66.02641056422569,63.26530612244898,65.06602641056422,60.624249699879954,65.84633853541418
NOUN,mom,44.59783913565426,51.08043217286915,50.06002400960384,50.60024009603842,48.13925570228091,49.81992797118847,45.55822328931573,50.540216086434576,50.960384153661465,51.140456182472995
NOUN,money,55.46218487394958,56.00240096038416,54.80192076830732,52.10084033613446,56.78271308523409,55.40216086434574,51.800720288115244,52.40096038415366,49.57983193277311,51.200480192076824
NOUN,morning,51.86074429771909,52.34093637454982,49.2797118847539,50.60024009603842,52.34093637454982,49.639855942376954,51.08043217286915,51.62064825930373,52.04081632653062,48.49939975990396
NOUN,music,53.36134453781513,54.86194477791116,54.08163265306122,53.24129651860744,52.82112845138055,55.28211284513805,52.521008403361336,49.2797118847539,50.180072028811516,54.6218487394958
PRONOUN,myself,75.02921698480716,72.4581223217764,74.07479548110636,80.83365796649787,74.36696532917804,78.30151928320997,75.65251266069342,78.92481495909622,76.27580833657966,71.75691468640437
ADVERB,nicely,49.642857142857146,56.785714285714285,56.42857142857143,55.00000000000001,57.14285714285714,48.92857142857143,54.285714285714285,58.21428571428571,56.785714285714285,53.214285714285715
NOUN,night,47.59903961584634,53.421368547418965,49.2797118847539,45.79831932773109,51.140456182472995,52.160864345738304,48.619447779111646,52.28091236494598,50.960384153661465,50.72028811524609
PRONOUN,nobody,76.64589014413711,74.40592130892092,76.7238021036229,78.26256330346708,82.60615504479938,79.00272691858201,76.35372029606545,76.02259446825089,71.05570705103233,76.02259446825089
ADVERB,not,54.285714285714285,59.64285714285714,61.78571428571429,58.92857142857143,62.142857142857146,57.49999999999999,63.57142857142857,60.00000000000001,56.07142857142857,58.214285714285715
NOUN,pie,55.28211284513805,60.38415366146459,57.8031212484994,57.022809123649466,55.762304921968784,58.40336134453781,59.00360144057623,63.26530612244898,57.20288115246098,55.70228091236494
ADJECTIVE,poor,60.11188811188811,56.30769230769231,64.3076923076923,60.36363636363637,61.608391608391614,55.86013986013986,60.81118881118881,62.81118881118881,56.16783216783217,56.811188811188806
VERB,pretend,53.541666666666664,50.416666666666664,53.75,52.916666666666664,53.75,51.24999999999999,54.166666666666664,52.29166666666667,54.37499999999999,52.916666666666664
ADVERB,probably,60.0,64.28571428571428,64.64285714285714,59.64285714285715,64.99999999999999,66.07142857142858,61.78571428571429,65.0,63.57142857142857,69.28571428571428
VERB,pull,62.5,64.79166666666667,60.62499999999999,61.875,58.75,64.375,64.16666666666666,61.04166666666666,61.458333333333336,65.0
VERB,push,60.62499999999999,60.20833333333333,61.04166666666667,61.66666666666667,62.5,58.75,60.416666666666664,63.95833333333334,61.66666666666667,59.583333333333336
VERB,put,76.45833333333334,76.04166666666666,74.58333333333333,78.54166666666667,74.16666666666667,77.08333333333333,75.0,77.91666666666667,73.75,75.83333333333333
ADVERB,quickly,60.357142857142854,57.857142857142854,61.78571428571429,66.42857142857143,57.14285714285714,59.285714285714285,58.92857142857143,58.57142857142858,63.92857142857142,61.78571428571429
ADVERB,quite,68.92857142857143,65.71428571428571,63.57142857142857,65.35714285714286,67.14285714285715,63.21428571428571,71.78571428571429,62.857142857142854,67.14285714285715,66.07142857142857
NOUN,recorder,56.42256902761105,56.482593037214876,57.92316926770709,55.22208883553421,55.6422569027611,56.482593037214876,58.70348139255702,56.182472989195674,52.94117647058824,58.283313325330134
VERB,see,73.33333333333334,73.75,73.95833333333334,70.20833333333334,72.70833333333333,75.0,72.29166666666667,73.54166666666666,69.375,71.875
VERB,sent,60.62499999999999,59.791666666666664,62.5,61.04166666666667,62.708333333333336,59.375,66.66666666666667,60.0,61.458333333333336,58.75
PRONOUN,she,73.91897156213479,75.24347487339307,76.23685235683678,71.23100895987534,73.6268017140631,73.25671990650564,74.9123490455785,71.26996493961823,70.89988313206076,72.26334242306194
NOUN,sheep,59.84393757503001,58.04321728691476,53.96158463385354,60.204081632653065,55.82232893157263,55.58223289315727,56.542617046818734,58.64345738295318,62.18487394957983,60.08403361344538
NOUN,shirt,57.32292917166867,56.60264105642256,57.8031212484994,59.90396158463385,59.84393757503001,56.542617046818734,60.26410564225691,61.224489795918366,60.324129651860744,57.92316926770709
VERB,sit,62.5,64.58333333333333,64.58333333333334,60.83333333333334,62.708333333333336,62.5,61.66666666666667,60.0,60.416666666666664,64.16666666666666
VERB,sleep,57.29166666666667,59.791666666666664,60.416666666666664,58.75,55.833333333333336,61.04166666666666,61.25000000000001,60.20833333333333,58.958333333333336,58.54166666666667
NOUN,song,55.40216086434574,58.76350540216087,57.32292917166867,60.024009603841534,55.10204081632652,57.262905162064826,56.90276110444178,59.90396158463385,60.624249699879954,59.183673469387756
ADVERB,soon,67.5,63.21428571428571,67.5,67.5,63.92857142857142,66.07142857142857,62.142857142857146,61.78571428571429,70.71428571428571,67.5
VERB,speak,55.625,58.333333333333336,63.74999999999999,59.583333333333336,61.66666666666667,60.0,58.75,56.25,64.375,58.333333333333336
ADJECTIVE,stupid,51.31468531468531,55.51048951048951,56.209790209790214,54.51748251748252,52.11188811188811,55.06293706293705,54.01398601398601,55.41258741258741,53.46853146853147,51.31468531468531
VERB,suppose,57.08333333333333,57.49999999999999,57.49999999999999,57.91666666666666,55.208333333333336,55.833333333333336,53.75,59.375,56.25,55.833333333333336
NOUN,sweetheart,52.94117647058824,56.30252100840336,54.26170468187274,55.88235294117647,51.140456182472995,52.34093637454982,53.721488595438174,52.521008403361336,55.04201680672269,53.96158463385354
VERB,take,78.33333333333333,80.625,77.5,74.58333333333333,76.45833333333334,75.0,76.66666666666666,76.66666666666666,74.58333333333333,78.33333333333333
VERB,taken,57.291666666666664,57.91666666666666,58.333333333333336,62.708333333333336,53.333333333333336,58.12500000000001,56.875,57.08333333333333,53.333333333333336,51.24999999999999
ADJECTIVE,tall,66.3076923076923,64.40559440559441,66.05594405594405,70.46153846153847,60.40559440559441,66.75524475524476,59.35664335664336,63.356643356643346,68.46153846153847,59.95804195804195
NOUN,tea,60.44417767106843,63.02521008403361,63.4453781512605,59.72388955582233,56.842737094837936,61.58463385354141,61.52460984393757,61.104441776710686,60.80432172869148,60.74429771908763
VERB,tell,71.875,72.91666666666667,75.41666666666667,70.20833333333334,76.04166666666667,72.91666666666666,71.45833333333333,69.79166666666667,72.29166666666667,74.16666666666667
ADJECTIVE,terrible,57.95804195804196,59.706293706293714,68.15384615384616,68.81118881118881,60.75524475524475,63.95804195804195,59.60839160839161,59.95804195804195,63.76223776223776,63.356643356643346
ADJECTIVE,terrific,63.41258741258742,61.95804195804195,59.95804195804195,64.86713286713285,64.75524475524476,63.608391608391614,63.510489510489506,64.46153846153845,60.51748251748252,62.46153846153846
PRONOUN,them,82.78145695364239,83.15153876119984,86.09271523178808,77.81456953642383,83.81379041682898,85.09933774834437,82.78145695364239,81.12582781456953,76.49006622516556,83.11258278145695
PRONOUN,they,75.28243085313595,72.38021036229061,72.67238021036229,70.93883911180366,69.06895208414493,68.73782625633035,74.62017919750681,72.6334242306194,66.67315932995714,74.28905336969225
NOUN,thing,55.82232893157263,59.06362545018007,60.74429771908763,57.56302521008403,61.7046818727491,58.82352941176471,56.90276110444178,55.82232893157263,57.08283313325331,60.56422569027611
VERB,think,58.54166666666667,61.25000000000001,57.49999999999999,56.25,58.75,55.833333333333336,59.375,56.041666666666664,53.541666666666664,59.583333333333336
ADJECTIVE,thirsty,61.06293706293706,67.25874125874127,59.95804195804195,58.26573426573427,61.510489510489506,62.909090909090914,63.16083916083917,65.41258741258741,61.91608391608392,56.46153846153846
VERB,threw,58.54166666666667,59.791666666666664,56.041666666666664,62.708333333333336,59.166666666666664,58.958333333333336,60.83333333333334,62.708333333333336,61.875,62.291666666666664
NOUN,time,46.33853541416567,39.795918367346935,41.05642256902761,43.51740696278512,39.795918367346935,42.1968787515006,41.77671068427371,38.47539015606243,42.857142857142854,40.516206482593034
ADVERB,together,55.714285714285715,54.642857142857146,58.57142857142858,63.21428571428571,53.92857142857142,58.214285714285715,58.92857142857143,53.92857142857142,63.57142857142857,57.49999999999999
ADVERB,too,55.00000000000001,56.785714285714285,61.42857142857143,58.21428571428571,58.92857142857143,58.57142857142856,61.07142857142858,54.642857142857146,58.92857142857143,57.14285714285714
VERB,took,70.41666666666666,65.20833333333333,64.79166666666667,68.95833333333333,63.33333333333333,63.95833333333334,67.70833333333334,65.0,67.5,66.875
NOUN,top,51.20048019207684,50.78031212484995,52.22088835534213,54.98199279711885,53.9015606242497,53.66146458583433,54.86194477791116,55.28211284513805,56.00240096038416,51.560624249699885
VERB,understand,63.74999999999999,63.12500000000001,62.916666666666664,61.04166666666666,61.25000000000001,65.20833333333333,61.875,61.66666666666667,61.458333333333336,65.625
PRONOUN,us,76.93805999220879,71.09466303077522,77.30814179976626,73.29567588624853,73.37358784573432,73.7047136735489,74.99026100506427,79.25594078691078,71.97117257499026,78.92481495909622
ADVERB,usually,57.14285714285714,58.21428571428571,53.57142857142857,57.14285714285714,51.42857142857142,55.35714285714286,55.00000000000001,57.857142857142854,52.142857142857146,56.07142857142857
VERB,want,67.29166666666666,69.58333333333333,68.33333333333333,66.875,67.91666666666667,65.41666666666667,68.33333333333333,66.25,61.66666666666667,65.83333333333333
PRONOUN,we,66.34203350214258,65.05648617062718,65.71873782625633,67.62758083365796,67.3354109855863,65.05648617062718,64.72536034281262,69.94546162835995,67.91975068172964,70.27658745617452
VERB,wear,72.29166666666667,69.79166666666667,68.33333333333333,70.83333333333334,67.08333333333334,68.125,67.70833333333333,64.16666666666666,65.83333333333333,68.95833333333333
VERB,went,58.958333333333336,58.12500000000001,58.958333333333336,60.83333333333334,57.70833333333333,59.583333333333336,60.0,60.416666666666664,59.166666666666664,60.20833333333333
VERB,woke,56.458333333333336,51.87500000000001,54.16666666666667,56.875,59.375,52.083333333333336,53.541666666666664,57.08333333333333,63.54166666666667,53.75
ADJECTIVE,wonderful,54.46153846153846,54.55944055944055,61.95804195804195,62.61538461538462,60.30769230769231,62.20979020979021,61.510489510489506,55.76223776223777,57.91608391608391,58.909090909090914
